full_name,state,type,party,address,dc_address,url,photoUrl
Marie Gluesenkamp Perez,WA,rep,Democrat,1431 Longworth House Office Building Washington DC 20515-4703,,https://gluesenkampperez.house.gov,
Derrick Van Orden,WI,rep,Republican,1513 Longworth House Office Building Washington DC 20515-4903,,https://vanorden.house.gov,
Harriet M. Hageman,WY,rep,Republican,1227 Longworth House Office Building Washington DC 20515-5000,,https://hageman.house.gov,
Pete Ricketts,NE,sen,Republican,139 Russell Senate Office Building Washington DC 20510,,https://www.ricketts.senate.gov,
Jennifer L. McClellan,VA,rep,Democrat,1628 Longworth House Office Building Washington DC 20515-4604,,https://mcclellan.house.gov,
Gabe Amo,RI,rep,Democrat,1119 Longworth House Office Building Washington DC 20515-3901,,https://amo.house.gov,
Celeste Maloy,UT,rep,Republican,249 Cannon House Office Building Washington DC 20515-4402,,https://maloy.house.gov,
Thomas R. Suozzi,NY,rep,Democrat,203 Cannon House Office Building Washington DC 20515-3203,,https://suozzi.house.gov,
Timothy M. Kennedy,NY,rep,Democrat,423 Cannon House Office Building Washington DC 20515-3226,,https://kennedy.house.gov,
Vince Fong,CA,rep,Republican,243 Cannon House Office Building Washington DC 20515-0520,,https://fong.house.gov,
Michael A. Rulli,OH,rep,Republican,421 Cannon House Office Building Washington DC 20515-3506,,https://rulli.house.gov,
LaMonica McIver,NJ,rep,Democrat,426 Cannon House Office Building Washington DC 20515-3010,,https://mciver.house.gov,
Tony Wied,WI,rep,Republican,424 Cannon House Office Building Washington DC 20515-4908,,https://wied.house.gov,
Cleo Fields,LA,rep,Democrat,2349 Rayburn House Office Building Washington DC 20515-1806,,https://fields.house.gov,
Marlin A. Stutzman,IN,rep,Republican,404 Cannon House Office Building Washington DC 20515-1403,,https://stutzman.house.gov,
"Gilbert Ray Cisneros, Jr.",CA,rep,Democrat,2463 Rayburn House Office Building Washington DC 20515-0531,,https://cisneros.house.gov,
Angela D. Alsobrooks,MD,sen,Democrat,B40E Dirksen Senate Office Building Washington DC 20510,,https://www.alsobrooks.senate.gov,
Tim Sheehy,MT,sen,Republican,G55 Dirksen Senate Office Building Washington DC 20510,,https://www.sheehy.senate.gov,
Bernie Moreno,OH,sen,Republican,B33 Russell Senate Office Building Washington DC 20510,,https://www.moreno.senate.gov,
David McCormick,PA,sen,Republican,B40C Dirksen Senate Office Building Washington DC 20510,,https://www.mccormick.senate.gov,
Nicholas J. Begich III,AK,rep,Republican,153 Cannon House Office Building Washington DC 20515-0200,,https://begich.house.gov,
Shomari Figures,AL,rep,Democrat,225 Cannon House Office Building Washington DC 20515-0102,,https://figures.house.gov,
Yassamin Ansari,AZ,rep,Democrat,1432 Longworth House Office Building Washington DC 20515-0303,,https://ansari.house.gov,
Abraham J. Hamadeh,AZ,rep,Republican,1722 Longworth House Office Building Washington DC 20515-0308,,https://hamadeh.house.gov,
Lateefah Simon,CA,rep,Democrat,1023 Longworth House Office Building Washington DC 20515-0512,,https://simon.house.gov,
Adam Gray,CA,rep,Democrat,1230 Longworth House Office Building Washington DC 20515-0513,,https://gray.house.gov,
Sam T. Liccardo,CA,rep,Democrat,1117 Longworth House Office Building Washington DC 20515-0516,,https://liccardo.house.gov,
George Whitesides,CA,rep,Democrat,1504 Longworth House Office Building Washington DC 20515-0527,,https://whitesides.house.gov,
Luz M. Rivas,CA,rep,Democrat,1319 Longworth House Office Building Washington DC 20515-0529,,https://rivas.house.gov,
Laura Friedman,CA,rep,Democrat,1517 Longworth House Office Building Washington DC 20515-0530,,https://friedman.house.gov,
Derek Tran,CA,rep,Democrat,1127 Longworth House Office Building Washington DC 20515-0545,,https://tran.house.gov,
Dave Min,CA,rep,Democrat,1034 Longworth House Office Building Washington DC 20515-0547,,https://min.house.gov,
Jeff Hurd,CO,rep,Republican,1641 Longworth House Office Building Washington DC 20515-0603,,https://hurd.house.gov,
Jeff Crank,CO,rep,Republican,1029 Longworth House Office Building Washington DC 20515-0605,,https://crank.house.gov,
Gabe Evans,CO,rep,Republican,1229 Longworth House Office Building Washington DC 20515-0001,,https://gabeevans.house.gov,
Sarah McBride,DE,rep,Democrat,1306 Longworth House Office Building Washington DC 20515-0800,,https://mcbride.house.gov,
Mike Haridopolos,FL,rep,Republican,1039 Longworth House Office Building Washington DC 20515-0908,,https://haridopolos.house.gov,
Brian Jack,GA,rep,Republican,1320 Longworth House Office Building Washington DC 20515-1003,,https://jack.house.gov,
Jefferson Shreve,IN,rep,Republican,224 Cannon House Office Building Washington DC 20515-1406,,https://shreve.house.gov,
Mark B. Messmer,IN,rep,Republican,1208 Longworth House Office Building Washington DC 20515-1408,,https://messmer.house.gov,
Derek Schmidt,KS,rep,Republican,1223 Longworth House Office Building Washington DC 20515-1602,,https://schmidt.house.gov,
"Johnny Olszewski, Jr.",MD,rep,Democrat,1339 Longworth House Office Building Washington DC 20515-2002,,https://olszewski.house.gov,
Sarah Elfreth,MD,rep,Democrat,1213 Longworth House Office Building Washington DC 20515-2003,,https://elfreth.house.gov,
April McClain Delaney,MD,rep,Democrat,1130 Longworth House Office Building Washington DC 20515-2006,,https://mcclaindelaney.house.gov,
Tom Barrett,MI,rep,Republican,1232 Longworth House Office Building Washington DC 20515-2207,,https://barrett.house.gov,
Kristen McDonald Rivet,MI,rep,Democrat,1408 Longworth House Office Building Washington DC 20515-2208,,https://mcdonaldrivet.house.gov,
Kelly Morrison,MN,rep,Democrat,1205 Longworth House Office Building Washington DC 20515-2303,,https://morrison.house.gov,
Wesley Bell,MO,rep,Democrat,1429 Longworth House Office Building Washington DC 20515-2501,,https://bell.house.gov,
"Robert F. Onder, Jr.",MO,rep,Republican,1113 Longworth House Office Building Washington DC 20515-2503,,https://onder.house.gov,
Kimberlyn King-Hinds,MP,rep,Republican,425 Cannon House Office Building Washington DC 20515-5201,,https://king-hinds.house.gov,
Troy Downing,MT,rep,Republican,1529 Longworth House Office Building Washington DC 20515-0001,,https://downing.house.gov,
Addison P. McDowell,NC,rep,Republican,1032 Longworth House Office Building Washington DC 20515-3306,,https://mcdowell.house.gov,
Mark Harris,NC,rep,Republican,126 Cannon House Office Building Washington DC 20515-3308,,https://markharris.house.gov,
Pat Harrigan,NC,rep,Republican,1233 Longworth House Office Building Washington DC 20515-3310,,https://harrigan.house.gov,
Brad Knott,NC,rep,Republican,1239 Longworth House Office Building Washington DC 20515-3313,,https://knott.house.gov,
Tim Moore,NC,rep,Republican,1424 Longworth House Office Building Washington DC 20515-0001,,https://timmoore.house.gov,
Julie Fedorchak,ND,rep,Republican,1607 Longworth House Office Building Washington DC 20515-3400,,https://fedorchak.house.gov,
Maggie Goodlander,NH,rep,Democrat,223 Cannon House Office Building Washington DC 20515-2902,,https://goodlander.house.gov,
"Herbert C. Conaway, Jr.",NJ,rep,Democrat,1022 Longworth House Office Building Washington DC 20515-3003,,https://conaway.house.gov,
Nellie Pou,NJ,rep,Democrat,1007 Longworth House Office Building Washington DC 20515-3009,,https://pou.house.gov,
Laura Gillen,NY,rep,Democrat,428 Cannon House Office Building Washington DC 20515-3204,,https://gillen.house.gov,
George Latimer,NY,rep,Democrat,1507 Longworth House Office Building Washington DC 20515-3216,,https://latimer.house.gov,
Josh Riley,NY,rep,Democrat,128 Cannon House Office Building Washington DC 20515-3219,,https://riley.house.gov,
John W. Mannion,NY,rep,Democrat,1516 Longworth House Office Building Washington DC 20515-3222,,https://mannion.house.gov,
David J. Taylor,OH,rep,Republican,325 Cannon House Office Building Washington DC 20515-3502,,https://taylor.house.gov,
Maxine Dexter,OR,rep,Democrat,1207 Longworth House Office Building Washington DC 20515-3703,,https://dexter.house.gov,
Janelle S. Bynum,OR,rep,Democrat,1508 Longworth House Office Building Washington DC 20515-3705,,https://bynum.house.gov,
Ryan Mackenzie,PA,rep,Republican,121 Cannon House Office Building Washington DC 20515-3807,,https://mackenzie.house.gov,
"Robert P. Bresnahan, Jr.",PA,rep,Republican,1133 Longworth House Office Building Washington DC 20515-3808,,https://bresnahan.house.gov,
Pablo José Hernández,PR,rep,Democrat,1419 Longworth House Office Building Washington DC 20515-5401,,https://hernandez.house.gov,
Sheri Biggs,SC,rep,Republican,1530 Longworth House Office Building Washington DC 20515-4003,,https://sheribiggs.house.gov,
Craig A. Goldman,TX,rep,Republican,1716 Longworth House Office Building Washington DC 20515-4312,,https://craiggoldman.house.gov,
Sylvester Turner,TX,rep,Democrat,1318 Longworth House Office Building Washington DC 20515-4318,,https://sylvesterturner.house.gov,
Brandon Gill,TX,rep,Republican,1305 Longworth House Office Building Washington DC 20515-4326,,https://gill.house.gov,
Julie Johnson,TX,rep,Democrat,221 Cannon House Office Building Washington DC 20515-4332,,https://juliejohnson.house.gov,
Mike Kennedy,UT,rep,Republican,1626 Longworth House Office Building Washington DC 20515-4403,,https://mikekennedy.house.gov,
John J. McGuire III,VA,rep,Republican,1013 Longworth House Office Building Washington DC 20515-4605,,https://mcguire.house.gov,
Eugene Simon Vindman,VA,rep,Democrat,1005 Longworth House Office Building Washington DC 20515-4607,,https://vindman.house.gov,
Suhas Subramanyam,VA,rep,Democrat,1009 Longworth House Office Building Washington DC 20515-4610,,https://subramanyam.house.gov,
Michael Baumgartner,WA,rep,Republican,124 Cannon House Office Building Washington DC 20515-4705,,https://baumgartner.house.gov,
Emily Randall,WA,rep,Democrat,1531 Longworth House Office Building Washington DC 20515-4706,,https://randall.house.gov,
Riley M. Moore,WV,rep,Republican,1337 Longworth House Office Building Washington DC 20515-4802,,https://rileymoore.house.gov,
James C. Justice,WV,sen,Republican,G12 Dirksen Senate Office Building Washington DC 20510,,https://www.justice.senate.gov,
Jon Husted,OH,sen,Republican,198 Russell Senate Office Building Washington DC 20510,,https://www.husted.senate.gov,
Ashley Moody,FL,sen,Republican,B40B Dirksen Senate Office Building Washington DC 20510,,https://www.moody.senate.gov,
